E,N,Q,b,c,failures,independent_board,inst_reputations,num_trials,output,permitted_strategies,q,rep,reputation_norm,reputations,run_type,runs_per_trial,seed1,seed2,seed3,seed4,successes,u_a,u_p,u_s,w
0.9,50,2,5.0,1.0,96,true,0.5734,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.4715200000000001,equal,100,3687805086,2491352305,2508920711,1587003306,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,79,false,0.6534,10,output/fixation_paper_multitype_final.csv,123,0.1,6,scoring,0.427408,Disc,100,2477149355,278142066,2804006621,1852461561,21,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,true,0.5656,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.471688,equal,100,2718039288,4029003726,839009843,4071681473,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,true,0.5766,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.47110399999999997,equal,100,3501276496,1916308487,2884299057,212405882,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,94,true,0.5780000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.472224,equal,100,825057441,1004074019,804270345,1813579453,6,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,78,false,0.6528,10,output/fixation_paper_multitype_final.csv,123,0.1,8,scoring,0.43014800000000003,Disc,100,3413588362,3410276037,988999357,1092160006,22,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9199999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.920268,AllC,100,2336006514,3752603071,2529599412,1996639270,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,58,true,0.9597999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,scoring,0.426156,Disc,100,2770752872,3107064049,3033966239,3494993234,42,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.648,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.47147200000000006,equal,100,1574056052,1523565866,659764183,481937497,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,78,false,0.6437999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,7,scoring,0.427288,Disc,100,3130845861,1564334926,2150181349,366305227,22,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9195999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.9202159999999999,AllC,100,3094271954,160937628,2738019839,3892085964,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.6496,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.47157599999999994,equal,100,39710085,266441375,2016258181,2193240693,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.9208,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.9203560000000001,AllC,100,1050047780,3965369818,1198075866,1516766800,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.9212,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.9196599999999998,AllC,100,1165085912,2793248193,1782232896,3680929680,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9194,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.9199200000000001,AllC,100,399641176,557968366,3773737824,3917458191,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.6491999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.47204,equal,100,1569131151,1818862117,2350150913,250941556,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,true,0.9594,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.9214599999999998,AllC,100,2718039288,4029003726,839009843,4071681473,4,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9186,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.920104,AllC,100,3130660469,323596522,3065684426,1347038019,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.6476,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.471464,equal,100,467487861,1064087524,2404373149,4052207910,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9156000000000002,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.920176,AllC,100,770372699,2091145227,3971252322,580848821,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.9601999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.91974,AllC,100,1574056052,1523565866,659764183,481937497,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.9216,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.9203560000000002,AllC,100,2477149355,278142066,2804006621,1852461561,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,true,0.9595999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.9204479999999999,AllC,100,2336006514,3752603071,2529599412,1996639270,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,94,true,0.9597999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.9202520000000001,AllC,100,3501276496,1916308487,2884299057,212405882,6,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.9591999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.9202040000000001,AllC,100,825057441,1004074019,804270345,1813579453,5,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,true,0.959,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.920224,AllC,100,3094271954,160937628,2738019839,3892085964,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.9207999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.919548,AllC,100,3687805086,2491352305,2508920711,1587003306,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.9192,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.920212,AllC,100,2394741560,155481102,1675257903,1125662500,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,93,true,0.6511999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.47087199999999996,equal,100,1325850089,2563225146,863079681,3760565333,7,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.9588,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.9204079999999999,AllC,100,39710085,266441375,2016258181,2193240693,5,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.9608,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.9201079999999999,AllC,100,3413588362,3410276037,988999357,1092160006,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,96,true,0.6497999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.47274,equal,100,1444308036,406261271,3142077794,3802135029,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,92,true,0.9591999999999998,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.920332,AllC,100,2770752872,3107064049,3033966239,3494993234,8,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,93,true,0.9585999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.9208320000000001,AllC,100,3130845861,1564334926,2150181349,366305227,7,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,true,0.0576,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.059160000000000004,AllD,100,2336006514,3752603071,2529599412,1996639270,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.6497999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.4718920000000001,equal,100,2975585007,2510377535,2000219535,115323781,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,95,true,0.6502,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.47113999999999995,equal,100,1782424626,2179447094,1664771370,1727639570,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,97,true,0.0564,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.059463999999999996,AllD,100,3501276496,1916308487,2884299057,212405882,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.06280000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.059892,AllD,100,3687805086,2491352305,2508920711,1587003306,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.919856,AllC,100,399641176,557968366,3773737824,3917458191,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,95,true,0.6494,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.47309199999999996,equal,100,3980614795,437318025,8057705,1281548053,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,true,0.061200000000000004,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.060188,AllD,100,825057441,1004074019,804270345,1813579453,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,97,true,0.06199999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.059768,AllD,100,1325850089,2563225146,863079681,3760565333,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,97,true,0.059800000000000006,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.06037599999999999,AllD,100,39710085,266441375,2016258181,2193240693,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,80,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,2,scoring,0.4310600000000001,Disc,100,3913986588,977968592,2019197571,1643815262,20,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,94,true,0.08360000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.06012400000000001,AllD,100,2770752872,3107064049,3033966239,3494993234,6,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,true,0.061,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.06004000000000001,AllD,100,2394741560,155481102,1675257903,1125662500,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,94,true,0.6488,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.47240399999999994,equal,100,3930515362,2526275110,2434496757,2381245198,6,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,95,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.92048,AllC,100,770372699,2091145227,3971252322,580848821,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.918872,AllC,100,1165085912,2793248193,1782232896,3680929680,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,96,true,0.062400000000000004,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.059864,AllD,100,3094271954,160937628,2738019839,3892085964,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.0842,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.059803999999999996,AllD,100,2336006514,3752603071,2529599412,1996639270,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,true,0.062,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.060191999999999996,AllD,100,1444308036,406261271,3142077794,3802135029,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,true,0.0828,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.05982800000000001,AllD,100,2975585007,2510377535,2000219535,115323781,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,93,true,0.0786,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.060404,AllD,100,3130845861,1564334926,2150181349,366305227,7,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,97,true,0.061599999999999995,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.05973600000000001,AllD,100,3413588362,3410276037,988999357,1092160006,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.0816,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.059935999999999996,AllD,100,3687805086,2491352305,2508920711,1587003306,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.9202879999999999,AllC,100,1050047780,3965369818,1198075866,1516766800,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,true,0.0858,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.059983999999999996,AllD,100,3980614795,437318025,8057705,1281548053,4,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.920492,AllC,100,1569131151,1818862117,2350150913,250941556,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,true,0.085,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.060476,AllD,100,825057441,1004074019,804270345,1813579453,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,92,true,0.08479999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.060092,AllD,100,3501276496,1916308487,2884299057,212405882,8,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.081,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.060308,AllD,100,399641176,557968366,3773737824,3917458191,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,96,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.9203880000000001,AllC,100,1574056052,1523565866,659764183,481937497,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,true,0.08299999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.059516,AllD,100,1782424626,2179447094,1664771370,1727639570,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.92022,AllC,100,2477149355,278142066,2804006621,1852461561,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.9206439999999999,AllC,100,3130660469,323596522,3065684426,1347038019,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.434,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.42988400000000015,Disc,100,1050047780,3965369818,1198075866,1516766800,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.4266,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.426916,Disc,100,2975585007,2510377535,2000219535,115323781,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,94,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.920548,AllC,100,467487861,1064087524,2404373149,4052207910,6,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,74,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,1,scoring,0.42954000000000003,Disc,100,2821442250,4195959136,4242954019,518784204,26,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.42179999999999995,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.42683600000000005,Disc,100,1444308036,406261271,3142077794,3802135029,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.43200000000000005,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.42547599999999997,Disc,100,3130845861,1564334926,2150181349,366305227,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.41940000000000005,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.431004,Disc,100,3980614795,437318025,8057705,1281548053,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,77,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,10,scoring,0.430852,Disc,100,406340876,3346694229,2043245436,1876482308,23,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.060084,AllD,100,1325850089,2563225146,863079681,3760565333,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.43500000000000005,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.427716,Disc,100,3413588362,3410276037,988999357,1092160006,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.4181999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.430276,Disc,100,1569131151,1818862117,2350150913,250941556,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,95,true,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.920528,AllC,100,2718039288,4029003726,839009843,4071681473,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.42260000000000003,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.42775599999999997,Disc,100,3501276496,1916308487,2884299057,212405882,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,true,0.42579999999999996,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.428108,Disc,100,3687805086,2491352305,2508920711,1587003306,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,true,0.42,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.42607599999999995,Disc,100,825057441,1004074019,804270345,1813579453,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.059964,AllD,100,2770752872,3107064049,3033966239,3494993234,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,72,false,0.9597999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,4,scoring,0.431404,Disc,100,3838909624,564176415,3404334542,3104513964,28,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,71,false,0.9595999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,7,scoring,0.42861600000000005,Disc,100,3443368381,1561117600,2015447883,1325741548,29,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.060124,AllD,100,39710085,266441375,2016258181,2193240693,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.059980000000000006,AllD,100,2336006514,3752603071,2529599412,1996639270,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.059756000000000004,AllD,100,3094271954,160937628,2738019839,3892085964,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,67,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,scoring,0.43172400000000005,Disc,100,2925611719,757611393,3082452714,244896182,33,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.059615999999999995,AllD,100,770372699,2091145227,3971252322,580848821,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.059368,AllD,100,3913986588,977968592,2019197571,1643815262,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,95,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.06014,AllD,100,3930515362,2526275110,2434496757,2381245198,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,67,false,0.9595999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,3,scoring,0.42892800000000003,Disc,100,2965422559,837590782,1359513328,3067387169,33,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.059768,AllD,100,1165085912,2793248193,1782232896,3680929680,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.04,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.05958,AllD,100,2394741560,155481102,1675257903,1125662500,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.48139999999999994,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.47220000000000006,equal,100,2770752872,3107064049,3033966239,3494993234,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.47739999999999994,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.47264399999999995,equal,100,39710085,266441375,2016258181,2193240693,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.4658,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.473608,equal,100,3443368381,1561117600,2015447883,1325741548,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.4734,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.4727,equal,100,3094271954,160937628,2738019839,3892085964,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.4698,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.47226799999999997,equal,100,3838909624,564176415,3404334542,3104513964,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.4752,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.47290800000000005,equal,100,770372699,2091145227,3971252322,580848821,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,84,true,0.6557999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.4280999999999999,Disc,100,1782424626,2179447094,1664771370,1727639570,16,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,67,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,5,scoring,0.4316,Disc,100,2318692008,4249821368,2023146472,1954785734,33,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.4734,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.472,equal,100,3913986588,977968592,2019197571,1643815262,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,false,0.4694,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.471428,equal,100,3930515362,2526275110,2434496757,2381245198,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.47100000000000003,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.471184,equal,100,2336006514,3752603071,2529599412,1996639270,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,83,true,0.6422,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.42802,Disc,100,399641176,557968366,3773737824,3917458191,17,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.4745999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.472984,equal,100,2925611719,757611393,3082452714,244896182,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.575,10,output/fixation_paper_multitype_final.csv,123,0.3,3,scoring,0.473928,equal,100,2394741560,155481102,1675257903,1125662500,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,83,true,0.6552,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.4310320000000001,Disc,100,1574056052,1523565866,659764183,481937497,17,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,false,0.5704,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.471696,equal,100,3443368381,1561117600,2015447883,1325741548,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.5786000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.471152,equal,100,2770752872,3107064049,3033966239,3494993234,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,85,true,0.6492,10,output/fixation_paper_multitype_final.csv,123,0.3,8,scoring,0.42726400000000003,Disc,100,467487861,1064087524,2404373149,4052207910,15,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.5730000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.471064,equal,100,39710085,266441375,2016258181,2193240693,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,94,false,0.5771999999999999,10,output/fixation_paper_multitype_final.csv,123,0.3,1,scoring,0.472128,equal,100,2965422559,837590782,1359513328,3067387169,6,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,92,false,0.5716,10,output/fixation_paper_multitype_final.csv,123,0.3,2,scoring,0.471992,equal,100,1165085912,2793248193,1782232896,3680929680,8,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,82,true,0.657,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.43093600000000004,Disc,100,1444308036,406261271,3142077794,3802135029,18,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,86,true,0.6534,10,output/fixation_paper_multitype_final.csv,123,0.3,5,scoring,0.428444,Disc,100,3130660469,323596522,3065684426,1347038019,14,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,78,true,0.639,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.4266480000000001,Disc,100,2821442250,4195959136,4242954019,518784204,22,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,false,0.5774000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,7,scoring,0.46954799999999997,equal,100,3094271954,160937628,2738019839,3892085964,4,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,80,true,0.6526000000000001,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.42772799999999994,Disc,100,2477149355,278142066,2804006621,1852461561,20,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,false,0.5758,10,output/fixation_paper_multitype_final.csv,123,0.3,10,scoring,0.472036,equal,100,1782424626,2179447094,1664771370,1727639570,5,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,false,0.5726,10,output/fixation_paper_multitype_final.csv,123,0.3,9,scoring,0.471492,equal,100,770372699,2091145227,3971252322,580848821,5,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,73,true,0.667,10,output/fixation_paper_multitype_final.csv,123,0.3,6,scoring,0.43010000000000004,Disc,100,1050047780,3965369818,1198075866,1516766800,27,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,60,false,0.9595999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,8,scoring,0.428008,Disc,100,593229261,3623961819,4069151275,3494409329,40,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.9208000000000002,10,output/fixation_paper_multitype_final.csv,123,0.3,4,scoring,0.9195240000000001,AllC,100,1165085912,2793248193,1782232896,3680929680,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,63,false,0.9599999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,scoring,0.42850800000000006,Disc,100,3406062389,2205022310,3277963616,1507691381,37,0.02,0.02,0.0,1.0
